wafer_id,lot_id,run_index,timestamp,chamber,slot,recipe,product,wafers_since_clean,f000,f001,f002,f003,f004,f005,f006,f007,f008,f009,f010,f011,f012,f013,f014,f015,f016,f017,f018,f019,f020,f021,f022,f023,f024,f025,f026,f027,f028,f029,f030,f031,f032,f033,f034,f035,f036,f037,f038,f039,f040,f041,f042,f043,f044,f045,f046,f047,f048,f049,f050,f051,f052,f053,f054,f055,f056,f057,f058,f059,f060,f061,f062,f063,f064,f065,f066,f067,f068,f069,f070,f071,f072,f073,f074,f075,f076,f077,f078,f079,f080,f081,f082,f083,f084,f085,f086,f087,f088,f089,f090,f091,f092,f093,f094,f095,f096,f097,f098,f099,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,recipe_complete
W0011,LOT01,11,2026-01-05 07:36:59.250776682,A,11,GATE-ETCH-R7,PRD-A,10,744.63162,2.62311,-0.01752,10.72773,715.16581,3.01997,0.02635,10.74306,10.26764,0.05237,-0.00044,0.23983,10.06871,0.04199,-0.00069,0.21464,107.97354,0.73417,-0.00671,3.78273,110.27028,0.55923,0.00980,2.27023,0.97532,0.05502,0.00338,0.19106,0.70451,0.01444,0.00142,0.06168,66.79002,0.13567,-0.00011,0.60032,67.51757,0.15165,-0.00539,0.59048,-1.27268,1.82902,3.92765,-0.05920,-0.94254,-0.59548,-1.06442,-0.71021,0.45086,0.01702,0.25212,-0.57374,0.51373,-1.64795,0.31851,0.66048,-1.31612,-0.51701,0.38804,-0.23874,-1.37132,0.06828,-1.01033,0.03264,0.24689,-0.88186,-0.84697,-1.22649,-2.52557,-0.81000,0.70330,-1.31882,0.46852,1.36262,3.12068,-2.02403,1.62398,0.08575,1.22619,0.87117,0.64018,0.49285,2.07587,-0.63452,-0.90179,-1.10559,-0.88685,0.93451,-0.80260,1.39029,-0.15749,0.32923,1.71065,-1.34324,0.49823,-0.06300,0.94985,-0.19656,-0.68151,-0.27454,0.26224,1.51042,0.13114,-1.17332,1.23318,-1.13369,-1.17883,0.06260,-0.24681,1.03120,0.45406,0.26957,-0.51653,1.47865,2.57184,-0.41607,2.01990,-2.29711,0.79185,1.05271,1
W0012,LOT01,12,2026-01-05 07:41:11.250776682,A,12,GATE-ETCH-R7,PRD-A,11,744.11422,2.74853,-0.02353,11.54981,715.00843,2.86655,0.12930,11.01332,10.51601,0.03721,0.00022,0.15023,10.31096,0.05047,0.00125,0.20386,109.76982,0.73026,-0.00170,3.29036,112.59566,0.70766,0.00108,2.80927,1.02803,0.09311,0.00578,0.29852,0.74034,0.02252,0.00273,0.08724,67.52385,0.14653,0.00083,0.68835,68.17195,0.17231,-0.00451,0.65133,-1.27268,1.82902,3.92765,-0.05920,-0.94254,-0.59548,-1.06442,-0.71021,0.45086,0.01702,0.25212,-0.57374,0.51373,-1.64795,0.31851,0.66048,-1.31612,-0.51701,0.38804,-0.23874,-0.69433,0.92564,-0.47859,-1.80177,-0.38264,-0.69778,1.11956,-0.05990,-1.31838,-0.05294,-0.78486,-0.60793,0.49716,1.46553,-1.12446,-0.15001,-1.00332,-0.30320,0.61346,2.19884,1.11744,-0.06839,-0.56252,-1.35116,-0.86554,-0.71164,0.77827,0.59039,-1.31841,-0.44131,0.37680,0.10423,-0.24303,1.55635,-0.60573,2.53961,1.41039,0.00919,-1.45146,0.81801,0.91106,0.19773,-1.95925,0.35513,0.42838,-0.95349,-0.55678,1.31104,-1.12858,0.82576,-1.09699,-1.64397,0.79363,1.78566,-0.27456,0.37880,0.91099,-0.31151,1.84202,0.37912,1
W0013,LOT01,13,2026-01-05 07:45:23.250776682,A,13,GATE-ETCH-R7,PRD-A,12,744.17811,2.33771,0.01363,10.37058,714.30830,2.49963,-0.03437,9.33312,10.41853,0.05301,0.00013,0.22678,10.21486,0.05376,0.00002,0.21234,111.67439,0.75929,-0.00522,3.32987,113.73641,0.70141,-0.00940,3.04524,1.10145,0.14107,0.00879,0.47859,0.79127,0.03012,0.00398,0.10491,64.36967,0.15002,0.00099,0.63816,64.98050,0.19582,0.00111,0.79922,-1.27268,1.82902,3.92765,-0.05920,-0.94254,-0.59548,-1.06442,-0.71021,0.45086,0.01702,0.25212,-0.57374,0.51373,-1.64795,0.31851,0.66048,-1.31612,-0.51701,0.38804,-0.23874,0.32473,1.28176,1.09375,0.39991,0.61530,-1.86923,-1.64801,0.97468,0.33154,-0.96069,0.50172,-1.88198,0.22164,-1.12981,-0.91541,0.44235,2.05262,-0.25836,-0.10210,0.08525,1.22348,-0.87640,2.89968,-0.75604,-0.69702,-1.18726,1.86353,1.97106,-1.05154,-0.01893,-0.84081,-0.72256,1.50192,1.63455,0.01842,1.72016,0.40650,-0.96162,-2.33308,-0.75402,0.51766,1.04052,-0.61100,0.34144,0.52098,0.84938,-0.37789,-0.97938,-0.89453,0.51767,-0.03038,-0.54211,-0.95790,1.07605,-0.53685,-0.34725,1.00643,-0.53115,0.58172,-1.12810,1
W0014,LOT01,14,2026-01-05 07:49:35.250776682,A,14,GATE-ETCH-R7,PRD-A,13,753.15158,2.65983,-0.01855,12.19975,722.89513,2.50830,-0.17031,10.00986,11.04633,0.04775,0.00013,0.18328,10.83137,0.05141,0.00371,0.19159,111.07552,0.74117,0.00396,2.86140,113.62121,0.83198,-0.01335,3.40890,1.02395,0.09182,0.00569,0.31014,0.74225,0.02467,0.00297,0.09742,63.11301,0.15186,0.00259,0.81356,63.75020,0.15446,-0.00394,0.56121,-1.27268,1.82902,3.92765,-0.05920,-0.94254,-0.59548,-1.06442,-0.71021,0.45086,0.01702,0.25212,-0.57374,0.51373,-1.64795,0.31851,0.66048,-1.31612,-0.51701,0.38804,-0.23874,-0.40670,0.58704,-0.00005,-1.35944,1.59318,0.69479,-0.82823,1.48009,-1.40630,0.89396,0.77581,-2.48436,1.28069,0.25797,-0.67329,1.12437,0.62758,0.71061,-1.03417,0.70114,0.03732,-0.82907,0.97914,0.61152,-2.27310,-2.03609,1.54969,-0.02538,-0.00288,0.48998,-0.88939,0.90861,-1.65878,-1.24655,1.21181,0.70048,-2.23355,0.29145,-1.95032,-0.57559,1.26719,-0.38385,-1.99420,0.71510,-1.46685,-0.07780,0.72862,0.19777,1.07641,0.66135,0.25659,-1.02245,-1.73994,0.27910,-1.24875,0.84009,-0.92352,-0.05844,0.70441,0.45447,1
W0015,LOT01,15,2026-01-05 07:53:47.250776682,A,15,GATE-ETCH-R7,PRD-A,14,755.78038,2.37320,-0.03687,9.62927,726.21132,2.39285,-0.07230,9.11765,11.04300,0.05166,0.00061,0.24245,10.83672,0.05734,0.00042,0.17989,110.54566,0.90524,-0.00437,4.66297,112.80362,0.85641,0.01086,3.07513,1.00291,0.07410,0.00459,0.25910,0.72043,0.02020,0.00250,0.07083,61.84483,0.11665,0.00248,0.55989,62.44436,0.16097,0.00262,0.55299,-1.27268,1.82902,3.92765,-0.05920,-0.94254,-0.59548,-1.06442,-0.71021,0.45086,0.01702,0.25212,-0.57374,0.51373,-1.64795,0.31851,0.66048,-1.31612,-0.51701,0.38804,-0.23874,-0.37657,1.49423,0.03066,-0.05979,0.39347,-0.02170,-1.12691,1.40640,-0.31577,1.20217,0.40379,0.60950,-0.33909,0.65895,-0.40296,2.31493,0.98790,1.12899,-0.09771,-1.03449,-0.39138,-0.21906,1.34438,-1.02927,-0.02280,-1.72678,-0.39594,0.79874,-1.80292,-0.36044,-0.31364,0.49391,0.17086,-1.53264,1.07077,0.98764,-1.58222,0.83485,-0.51139,-0.53617,0.27006,-0.12760,-0.23019,2.08500,0.94710,-0.74941,0.61135,-0.26697,0.72680,1.12282,0.12580,0.52353,-1.13908,-0.98496,-0.29706,0.28269,-1.57686,1.21000,0.98087,1.25591,1
W0016,LOT01,16,2026-01-05 07:57:59.250776682,A,16,GATE-ETCH-R7,PRD-A,15,755.70645,2.45826,0.00367,10.57755,725.40059,2.54526,-0.00544,11.37648,10.82157,0.04499,0.00077,0.21253,10.58576,0.04700,0.00273,0.17883,109.24013,0.67724,0.00329,2.50681,111.34532,0.67536,0.01205,2.60555,0.97465,0.05468,0.00336,0.19481,0.70162,0.01582,0.00165,0.05431,65.12087,0.16752,-0.00007,0.69081,65.73351,0.13009,-0.00194,0.50602,-1.27268,1.82902,3.92765,-0.05920,-0.94254,-0.59548,-1.06442,-0.71021,0.45086,0.01702,0.25212,-0.57374,0.51373,-1.64795,0.31851,0.66048,-1.31612,-0.51701,0.38804,-0.23874,-2.08391,1.30830,-0.29041,0.10154,2.15723,-0.03877,-0.06397,0.39315,0.46634,1.04974,1.85618,0.42299,0.26625,-1.31162,-0.63820,0.95632,1.46955,0.14460,0.97398,0.31204,1.60567,0.58437,-2.23734,0.36430,-0.02978,-2.97701,0.15608,0.98783,-0.00125,-1.34432,-0.58791,-0.17362,1.09497,0.08257,-0.18947,2.62507,-1.26720,0.26446,0.51322,-0.40492,-1.29851,-0.09585,0.08739,0.25903,0.53810,1.10373,0.73879,-1.35743,-0.49708,1.18831,0.38746,-1.33911,-0.15186,-1.44800,-0.86557,-0.67693,-0.31045,-0.23324,-0.59428,0.71584,1
W0017,LOT01,17,2026-01-05 08:02:11.250776682,A,17,GATE-ETCH-R7,PRD-A,16,753.61099,2.42956,-0.01387,9.79986,723.15148,2.78486,0.05155,11.13509,11.01102,0.04804,0.00007,0.22630,10.78129,0.05241,0.00395,0.23308,109.17580,0.75395,-0.00697,3.20985,111.37269,0.59945,0.04476,2.53298,0.95260,0.03977,0.00239,0.13311,0.68384,0.01296,0.00113,0.06026,65.48533,0.15698,0.00168,0.68837,66.13747,0.15608,0.00586,0.65450,-1.27268,1.82902,3.92765,-0.05920,-0.94254,-0.59548,-1.06442,-0.71021,0.45086,0.01702,0.25212,-0.57374,0.51373,-1.64795,0.31851,0.66048,-1.31612,-0.51701,0.38804,-0.23874,0.06109,1.03769,0.45440,1.18540,1.37152,0.99836,0.16726,0.41142,-1.11782,-1.82794,1.38255,0.45164,0.79200,0.27240,0.12146,-0.13968,2.00954,-0.05445,1.27459,0.47259,1.79873,-2.30820,-2.11250,0.78797,-1.80473,-1.88662,-0.53405,-0.16449,0.16532,-1.18189,-0.13692,0.30068,0.48359,-0.70064,-0.74467,-1.06888,-0.28484,-0.48065,0.62205,0.29332,0.49831,-0.31965,1.02274,-0.82303,0.20433,0.75589,1.23017,-1.07103,0.75702,0.22096,0.85258,-0.51806,0.67767,-1.15966,-1.18465,-1.05959,0.72597,-0.04610,0.00006,-1.58571,1
W0018,LOT01,18,2026-01-05 08:06:23.250776682,A,18,GATE-ETCH-R7,PRD-A,17,759.60939,2.33713,0.04109,11.50077,728.95980,2.53522,0.03446,9.63829,10.75322,0.04586,0.00018,0.20123,10.50615,0.04959,-0.00091,0.24915,108.48199,0.71142,0.00803,3.21856,110.55794,0.77773,0.00882,2.89126,0.95176,0.03773,0.00227,0.14189,0.68589,0.01251,0.00120,0.05394,65.46520,0.14629,-0.00125,0.76802,66.15019,0.18447,0.00703,0.63068,-1.27268,1.82902,3.92765,-0.05920,-0.94254,-0.59548,-1.06442,-0.71021,0.45086,0.01702,0.25212,-0.57374,0.51373,-1.64795,0.31851,0.66048,-1.31612,-0.51701,0.38804,-0.23874,0.24822,2.52218,0.04317,0.66781,-0.42070,-0.01726,-1.26534,0.76808,0.93663,-3.43579,-1.08039,-0.03486,-0.61035,0.80359,0.04626,0.14557,1.29009,0.27520,-1.49528,0.75458,1.01813,-0.16394,-1.29720,1.52464,-1.38400,-2.39703,-0.36818,-1.64050,-0.26929,1.42510,0.40094,-1.41621,-2.19293,-0.45944,-0.07317,-0.18790,-0.33036,-0.41342,-0.78760,1.22040,0.72131,-0.61356,0.42264,0.68268,-0.48999,1.67270,-0.99123,-0.78087,1.27410,0.09961,2.15492,-0.43266,1.47943,-0.71848,1.42736,1.24502,-1.01684,-1.52067,0.88982,-0.80152,1
W0019,LOT01,19,2026-01-05 08:10:35.250776682,A,19,GATE-ETCH-R7,PRD-A,18,755.48218,2.41613,-0.01401,10.87484,724.26790,2.38875,0.09336,9.61323,10.81607,0.05047,-0.00031,0.21987,10.57798,0.05792,-0.00100,0.17649,108.96656,0.89536,-0.00293,3.77412,111.22984,0.90608,-0.01788,3.66075,0.96226,0.04549,0.00278,0.15866,0.69684,0.01671,0.00187,0.06484,65.98136,0.14266,-0.00063,0.69630,66.62098,0.15845,0.00774,0.57800,-1.27268,1.82902,3.92765,-0.05920,-0.94254,-0.59548,-1.06442,-0.71021,0.45086,0.01702,0.25212,-0.57374,0.51373,-1.64795,0.31851,0.66048,-1.31612,-0.51701,0.38804,-0.23874,1.87880,1.97390,1.89458,0.78308,-1.10053,-1.24305,1.29926,0.42392,0.53756,-1.08960,-0.04627,0.67565,-1.10318,-1.61634,-0.14273,0.40076,1.10350,0.29541,1.83921,-0.61868,-1.30527,1.11326,-1.35794,0.89149,0.66579,-1.02041,0.47360,-1.72449,-0.23575,0.74821,0.97557,-0.73650,-0.76651,-0.08705,0.58474,-0.94118,-0.78911,0.25147,0.74487,-0.35944,-0.13872,0.72042,0.02739,-2.03465,-0.49049,2.26370,-0.85806,-0.19646,0.99697,-1.70343,-0.88417,0.01027,-0.53632,-0.89916,2.05513,0.89168,0.04269,0.63284,0.52150,-2.16300,1
W0020,LOT01,20,2026-01-05 08:14:47.250776682,A,20,GATE-ETCH-R7,PRD-A,19,752.79474,2.40425,-0.01616,11.52796,722.66905,2.23342,-0.06815,8.69873,11.00740,0.04428,-0.00036,0.18629,10.77997,0.06060,0.00028,0.26861,109.11596,0.79382,-0.00016,3.44177,111.04949,0.89288,0.03747,3.56351,0.94971,0.03648,0.00220,0.13810,0.68568,0.01256,0.00099,0.05249,65.04447,0.15291,-0.00014,0.72001,65.74963,0.13994,0.00403,0.52060,-1.27268,1.82902,3.92765,-0.05920,-0.94254,-0.59548,-1.06442,-0.71021,0.45086,0.01702,0.25212,-0.57374,0.51373,-1.64795,0.31851,0.66048,-1.31612,-0.51701,0.38804,-0.23874,0.11214,-0.89306,2.44765,0.76764,0.36693,0.06673,0.41943,-1.15981,-0.56305,-1.88266,0.05573,0.42627,0.13745,-0.26767,-0.66934,0.86417,-0.03826,-0.79339,2.32657,-1.63622,-1.81155,-1.50823,-0.13926,-0.79294,0.39549,-0.90201,-1.31561,-0.58018,0.43649,-0.47163,0.71142,-1.21610,-0.36230,-0.65455,2.09344,-0.01515,-3.62437,-0.91993,-0.89244,-0.00442,-1.24848,1.75435,2.10761,-0.24256,1.39161,2.20274,0.52283,0.17335,0.01981,-0.16085,0.55978,0.44751,0.07789,1.35788,0.88057,0.96278,-1.41450,-0.62744,0.66836,-2.68703,1
W0021,LOT01,21,2026-01-05 08:18:59.250776682,A,21,GATE-ETCH-R7,PRD-A,20,748.80005,2.29299,-0.00888,11.23660,718.31919,2.42879,0.00921,9.90739,10.43228,0.04161,-0.00005,0.19734,10.22773,0.04172,0.00190,0.14499,110.46596,0.88761,-0.00786,4.02964,112.77879,0.85676,-0.01376,3.04815,1.05377,0.10692,0.00665,0.36492,0.75750,0.02508,0.00311,0.10072,64.58930,0.15031,0.00104,0.72004,65.17700,0.12771,-0.00689,0.53067,-1.27268,1.82902,3.92765,-0.05920,-0.94254,-0.59548,-1.06442,-0.71021,0.45086,0.01702,0.25212,-0.57374,0.51373,-1.64795,0.31851,0.66048,-1.31612,-0.51701,0.38804,-0.23874,1.31564,-0.18338,0.68332,-0.68237,-2.42626,0.15046,-0.06101,0.38128,0.94370,-0.27654,-1.40378,-1.21166,0.33633,-0.59509,0.40470,0.18905,1.03152,0.38371,0.92008,-0.23064,-2.63367,-1.92258,1.39663,0.16393,2.40378,-2.60049,0.48961,-1.02422,-0.58328,-1.19684,0.81118,-0.70326,-0.35196,-1.10280,-0.84022,-1.05602,-2.06539,-1.03555,1.29103,-1.57321,-0.26343,-0.34982,-0.02145,-0.01094,-0.30338,0.19316,0.13413,1.30916,-0.78861,-0.84353,-0.60396,-0.36322,0.55309,1.31201,-0.35158,0.80126,-0.67398,0.65674,-1.28874,-0.52548,1
W0022,LOT01,22,2026-01-05 08:23:11.250776682,A,22,GATE-ETCH-R7,PRD-A,21,748.53089,2.23063,0.02687,11.07453,718.44507,2.61893,-0.05542,10.16173,10.96129,0.04898,0.00043,0.23381,10.75491,0.04513,-0.00185,0.16126,109.66517,0.73732,0.00246,3.48355,112.02136,0.79943,0.02115,3.05372,0.98037,0.05793,0.00356,0.21548,0.70382,0.01522,0.00154,0.06406,65.05102,0.14614,0.00051,0.73699,65.70139,0.14627,0.00048,0.57132,-1.27268,1.82902,3.92765,-0.05920,-0.94254,-0.59548,-1.06442,-0.71021,0.45086,0.01702,0.25212,-0.57374,0.51373,-1.64795,0.31851,0.66048,-1.31612,-0.51701,0.38804,-0.23874,1.38873,-0.04763,-0.59810,0.29946,-1.15563,-1.04799,-0.22477,-0.30375,0.72559,-0.56477,0.01280,0.98690,0.48874,-0.57032,-1.26286,1.29188,0.93795,-0.60010,0.87653,-0.11980,0.10480,0.70715,0.66590,0.26389,1.48124,-1.63323,-0.71272,2.71155,1.03874,-1.41630,-0.75511,0.42384,-1.66657,-1.71944,0.63778,-0.47628,1.33883,0.26743,1.45660,0.04010,0.23491,0.61620,0.74796,0.83522,-1.03195,0.67562,1.34242,1.38414,-0.38172,0.01527,0.01968,0.15119,0.34165,0.07421,0.52460,-1.15768,0.30548,-1.00239,-0.17635,-0.64059,1
W0023,LOT01,23,2026-01-05 08:27:23.250776682,A,23,GATE-ETCH-R7,PRD-A,22,748.40997,2.44471,-0.02340,9.76146,718.78689,2.63450,0.07493,10.91068,10.80333,0.04921,-0.00096,0.23089,10.60390,0.05866,-0.00120,0.26061,110.07171,0.73589,0.00493,2.81231,112.10413,0.79110,0.01712,3.35849,1.01093,0.07881,0.00489,0.26928,0.72720,0.01796,0.00217,0.06208,65.82699,0.14644,0.00381,0.61376,66.48159,0.14581,-0.00355,0.60835,-1.27268,1.82902,3.92765,-0.05920,-0.94254,-0.59548,-1.06442,-0.71021,0.45086,0.01702,0.25212,-0.57374,0.51373,-1.64795,0.31851,0.66048,-1.31612,-0.51701,0.38804,-0.23874,0.18471,-0.68113,-0.11267,-0.88422,-0.57722,1.12353,-0.26613,-0.56105,-0.25048,1.04816,-1.73407,1.26147,0.23935,-0.12432,-0.64308,-1.32312,1.36445,0.31475,1.14484,-0.51275,-0.03944,-0.60983,-0.34924,-0.01394,0.62807,-0.49592,-0.60196,0.89749,0.07642,-0.33980,-0.46477,0.27471,-1.89633,0.35166,-0.38651,-0.27420,-1.10204,0.38476,0.75369,0.89733,1.04845,-1.02047,0.09724,-2.49464,-1.22827,-0.06596,1.10827,0.36569,-2.00523,0.15242,1.31192,-0.67766,0.00690,0.42903,1.62035,-0.01168,0.75192,0.64923,0.26760,-0.62816,1
W0024,LOT01,24,2026-01-05 08:31:35.250776682,A,24,GATE-ETCH-R7,PRD-A,23,750.96465,2.19877,-0.00005,9.86716,720.69371,2.82085,-0.01544,10.70552,10.97255,0.04988,0.00081,0.22849,10.75392,0.05868,0.00183,0.27267,111.51894,0.75757,0.00514,3.15566,113.63750,0.76755,-0.00335,2.76450,1.04405,0.10667,0.00663,0.34475,0.75422,0.02586,0.00330,0.09260,66.53484,0.15082,0.00023,0.72055,67.18109,0.14452,-0.00132,0.62645,-1.27268,1.82902,3.92765,-0.05920,-0.94254,-0.59548,-1.06442,-0.71021,0.45086,0.01702,0.25212,-0.57374,0.51373,-1.64795,0.31851,0.66048,-1.31612,-0.51701,0.38804,-0.23874,2.20930,0.46544,-0.18710,0.46406,0.15122,0.78225,-0.09469,-0.42880,-0.59845,-1.07622,-1.12011,1.32546,-1.66220,-0.15154,-1.70990,-1.25387,1.02606,0.48174,1.16053,0.14628,-0.48291,0.14475,-2.11859,-0.33830,0.66828,0.45971,-0.86760,0.71476,0.79029,-0.37854,-1.51848,-0.03096,-1.59062,0.27076,-0.95151,-0.44751,-0.38843,-0.66858,0.77024,-0.71780,0.35446,-2.65389,-0.12417,-0.69816,-1.20619,-1.14262,2.07989,-1.16827,-2.14008,0.22230,-0.40505,-1.09900,-2.64043,-0.86025,0.76778,1.27191,-0.22120,-0.03876,-0.55816,0.76832,1
W0025,LOT01,25,2026-01-05 08:35:47.250776682,A,25,GATE-ETCH-R7,PRD-A,24,754.54671,2.58446,0.03454,10.61786,724.53033,3.08822,-0.00840,13.45095,11.05837,0.05517,0.00009,0.27292,10.82171,0.03190,0.00038,0.11868,111.44461,0.88199,-0.00066,4.09061,113.62322,0.95231,-0.04256,3.68755,1.03521,0.09572,0.00594,0.33504,0.74510,0.02231,0.00267,0.08485,67.60956,0.12627,0.00085,0.63276,68.30407,0.16308,0.00098,0.67939,-1.27268,1.82902,3.92765,-0.05920,-0.94254,-0.59548,-1.06442,-0.71021,0.45086,0.01702,0.25212,-0.57374,0.51373,-1.64795,0.31851,0.66048,-1.31612,-0.51701,0.38804,-0.23874,1.42987,0.54834,-0.12459,0.08599,1.62895,2.41527,-0.68666,-0.55659,0.58552,0.31233,-2.38753,1.92897,-1.31495,2.27249,-0.23144,-0.86381,0.02637,-0.44333,-0.30065,-0.36692,-0.79907,-0.57358,-0.28091,-1.12047,-1.11403,-0.75107,1.05167,0.68196,-0.84461,0.80216,-0.37459,-1.35438,-0.31929,0.83378,-2.36429,-1.14977,-0.20626,-0.87918,1.25500,-0.07254,0.24327,-1.40521,-1.23007,0.86789,-0.77899,-0.52407,-0.50773,-0.22371,-0.77582,-0.80929,-0.50140,-0.82279,0.43144,0.77271,-1.36615,2.04345,0.18585,-1.39348,-1.22522,1.38016,1
W0026,LOT02,26,2026-01-05 09:27:19.130041824,B,1,GATE-ETCH-R7,PRD-B,25,764.16531,2.37148,-0.01247,11.19726,733.61336,2.31222,0.04534,11.15917,9.69071,0.04072,-0.00042,0.18618,9.49189,0.06275,0.00174,0.21879,121.77468,0.91827,0.00059,3.67213,123.82717,0.75790,0.00910,3.00940,1.03811,0.06455,0.00400,0.22620,0.75293,0.01752,0.00193,0.06319,64.20105,0.14589,0.00007,0.80718,64.86110,0.17073,0.00642,0.64409,-0.32016,1.03643,3.85717,0.04808,0.29335,1.30263,-0.03141,-0.32917,-0.84207,-2.12312,0.06887,-0.82706,-1.16401,-0.03405,-1.23034,-0.11526,-0.09617,-0.98792,-0.92312,1.53407,0.72985,-0.63230,1.70155,0.38705,0.86368,0.41140,-0.00892,-1.51694,-1.01087,-0.56036,-1.44152,0.52325,-1.25548,2.46363,0.83511,-0.61913,0.44753,0.86372,0.66973,1.07618,-1.24991,-0.30439,-1.24058,-0.93228,-1.77207,0.42961,-0.02263,-0.09777,-1.23348,0.02500,0.18254,-0.04940,0.84979,1.70236,-0.03643,-0.79340,0.25288,2.88287,1.47419,0.49483,-0.95134,-0.40585,-0.39599,-2.43163,-1.09977,0.22085,-0.67692,-0.52611,-1.16765,1.81469,-0.35802,0.46160,-1.23392,0.62858,-0.10462,-0.06754,0.30051,1.95919,-1.10964,0.34742,1
W0027,LOT02,27,2026-01-05 09:31:31.130041824,B,2,GATE-ETCH-R7,PRD-B,26,760.46162,2.37364,0.01463,12.42582,729.80848,2.52159,-0.05999,10.99207,9.89137,0.04968,0.00068,0.21020,9.67159,0.06001,0.00212,0.21747,121.94510,0.90918,0.00489,4.82218,124.19563,0.91277,-0.00476,3.83738,1.02265,0.05501,0.00338,0.18890,0.73603,0.01572,0.00183,0.05568,64.92290,0.16128,0.00306,0.85284,65.55319,0.13285,0.00243,0.48497,-0.32016,1.03643,3.85717,0.04808,0.29335,1.30263,-0.03141,-0.32917,-0.84207,-2.12312,0.06887,-0.82706,-1.16401,-0.03405,-1.23034,-0.11526,-0.09617,-0.98792,-0.92312,1.53407,0.81887,-0.31335,-0.18687,-0.40233,0.29412,0.08877,1.20219,0.58606,0.19595,-1.79041,0.14117,-1.41257,-0.53929,-0.25125,-0.39978,-0.16719,-0.20870,1.13675,0.91543,0.51992,0.61545,0.74988,-0.82726,0.66800,1.16563,-0.44788,1.33170,-0.17963,-0.78069,-0.68056,-0.67299,1.23331,0.31500,-1.29225,-0.27859,-0.49591,0.68139,1.61524,-0.90037,0.79860,0.81204,-0.79498,0.03691,-0.31981,-1.53493,-0.20126,1.20892,0.96432,0.68464,1.89411,-0.50058,-1.06541,-1.71642,0.60188,1.33086,-0.05259,0.48738,2.41174,-0.00525,0.09162,1
W0028,LOT02,28,2026-01-05 09:35:43.130041824,B,3,GATE-ETCH-R7,PRD-B,27,759.42450,2.52816,-0.01566,11.30921,730.19205,2.90366,0.01284,11.34531,9.52439,0.05013,-0.00051,0.24865,9.34946,0.04570,0.00071,0.19919,120.37044,0.73888,0.00362,3.39341,122.92925,0.84626,0.01889,3.39983,1.00923,0.04382,0.00267,0.16671,0.72656,0.01366,0.00153,0.05247,66.39293,0.16369,0.00170,0.64360,67.07474,0.16943,-0.00097,0.70578,-0.32016,1.03643,3.85717,0.04808,0.29335,1.30263,-0.03141,-0.32917,-0.84207,-2.12312,0.06887,-0.82706,-1.16401,-0.03405,-1.23034,-0.11526,-0.09617,-0.98792,-0.92312,1.53407,0.37948,0.41634,1.95094,-0.34283,-1.10817,-0.49582,0.07225,-1.17898,0.25564,-0.87726,0.13238,-1.63594,-0.93005,-1.12135,-1.34070,-0.85155,0.21992,0.20815,-1.92285,-0.49662,0.68736,-0.01014,0.87149,0.00167,0.75650,0.13569,1.59878,1.47168,-1.58536,1.14748,-1.66477,0.98024,-1.76799,0.39570,0.94465,-1.30595,-1.05364,1.41190,-0.97339,-1.04543,1.14897,1.04565,-0.51001,-0.70155,0.32566,0.62970,-0.26121,0.79720,0.82809,0.94434,1.06066,0.78425,0.54999,-0.05687,0.00663,-0.91661,0.79129,1.26344,-0.36053,-0.42874,1
W0029,LOT02,29,2026-01-05 09:39:55.130041824,B,4,GATE-ETCH-R7,PRD-B,28,758.10350,2.47387,-0.01599,11.15149,727.23985,2.32535,-0.04358,9.77850,9.82389,0.03493,-0.00015,0.13927,9.61241,0.05502,0.00090,0.19070,120.58486,0.90862,0.01299,4.61975,122.90479,0.58909,-0.02232,2.33909,0.98575,0.02931,0.00171,0.11390,0.70883,0.00901,0.00044,0.04259,66.01631,0.14992,0.00126,0.64917,66.69701,0.13284,0.00134,0.42956,-0.32016,1.03643,3.85717,0.04808,0.29335,1.30263,-0.03141,-0.32917,-0.84207,-2.12312,0.06887,-0.82706,-1.16401,-0.03405,-1.23034,-0.11526,-0.09617,-0.98792,-0.92312,1.53407,-1.17127,0.66320,0.88676,-0.50617,-0.84425,1.19406,-1.53902,-0.83984,-0.72743,-0.02644,1.28879,-1.04124,0.56471,-0.68400,-0.19023,-1.08099,0.21815,0.99670,-1.79919,-1.01313,-1.79322,-1.78002,-0.73381,0.13690,-0.19303,-0.74010,1.30827,-0.44062,0.88450,0.82104,-0.11613,0.37606,0.71965,0.28389,-0.58325,-1.85813,1.06747,-0.48241,-0.88306,0.84563,0.98706,0.52778,1.16302,0.13841,-0.25688,0.58067,-0.46740,1.45879,1.80480,-0.95245,-0.58586,1.21385,-0.39189,0.34621,0.08899,-0.25437,-0.22673,0.56366,0.32433,-1.15996,1
